1	您好 ， 我 这边 是 国美 美借 催收 管理部 的 ， 您 的 朋友 周 华洋 在 国美 美借 平台 上 有 一笔 227.75 元元 的 欠款 已经 逾期 了 ， 如果 他 始终 不 还款 会 被 列入 征信 黑名单 ， 到时候 对 您 的 征信 也 会 有 影响 ， 麻烦 您 转告 一下 ， 好 吧 ？	让 你 ， 老婆 ， 没什么 呀 。	0
2	您好 ， 我 这边 是 国美 美借 催收 管理部 的 ， 您 的 朋友 朱媛秋 在 国美 美借 平台 上 有 一笔 2203.85 元元 的 欠款 已经 逾期 了 ， 如果 他 始终 不 还款 会 被 列入 征信 黑名单 ， 到时候 对 您 的 征信 也 会 有 影响 ， 麻烦 您 转告 一下 ， 好 吧 ？	知道 了 。	1
3	您好 ， 我 这边 是 国美 美借 催收 管理部 的 ， 您 的 朋友 韩孟钊 在 国美 美借 平台 上 有 一笔 291.20 元元 的 欠款 已经 逾期 了 ， 如果 他 始终 不 还款 会 被 列入 征信 黑名单 ， 到时候 对 您 的 征信 也 会 有 影响 ， 麻烦 您 转告 一下 ， 好 吧 ？	嗯 。	1
4	您好 ， 我 这边 是 国美 美借 催收 管理部 的 ， 您 的 朋友 王 现在 国美 美借 平台 上 有 一笔 567.80 元 的 欠款 已经 逾期 了 ， 如果 他 始终 不 还款 会 被 列入 征信 黑名单 ， 到时候 对 您 的 征信 也 会 有 影响 ， 麻烦 您 转告 一下 ， 好 吧 ？	那 我 连续 两个 月 就 知道 他 很 久 了 。	0
5	这个 款项 是 用 您 朋友 的 相关 证件 办理 的 ， 并且 放款 也 是 放到 他 的 账户 的 ， 放款 时 签订 的 合同 也 是 您 朋友 的 名字 ， 一旦 逾期 ， 是 对 您 朋友 的 征信 产生 不良影响 ！ 所以 还 麻烦 您 转告 他 尽快 处理 ！	嗯 哈哈哈 哈哈 ！	1
6	这个 款项 是 用 您 朋友 的 相关 证件 办理 的 ， 并且 放款 也 是 放到 他 的 账户 的 ， 放款 时 签订 的 合同 也 是 您 朋友 的 名字 ， 一旦 逾期 ， 是 对 您 朋友 的 征信 产生 不良影响 ！ 所以 还 麻烦 您 转告 他 尽快 处理 ！	我 是 问 你 什么 时候 借 的 ？ 借 了 多少 钱 ？	1
7	您好 ， 我 这边 是 国美 美借 催收 管理部 的 ， 您 的 朋友 林建 在 国美 美借 平台 上 有 一笔 1094.48 元元 的 欠款 已经 逾期 了 ， 如果 他 始终 不 还款 会 被 列入 征信 黑名单 ， 到时候 对 您 的 征信 也 会 有 影响 ， 麻烦 您 转告 一下 ， 好 吧 ？	列入 ， 听 你 的 。	0
8	您好 ， 我 这边 是 国美 美借 催收 管理部 的 ， 您 的 朋友 余婧 在 国美 美借 平台 上 有 一笔 1971.89 元元 的 欠款 已经 逾期 了 ， 如果 他 始终 不 还款 会 被 列入 征信 黑名单 ， 到时候 对 您 的 征信 也 会 有 影响 ， 麻烦 您 转告 一下 ， 好 吧 ？	对 我 真心 有 什么 影响 ？ 又 不是 我 找 你 借 的 。	1
9	您好 ， 我 这边 是 国美 美借 催收 管理部 的 ， 您 的 朋友 徐鹏 在 国美 美借 平台 上 有 一笔 5000 元 的 欠款 已经 逾期 了 ， 如果 他 始终 不 还款 会 被 列入 征信 黑名单 ， 到时候 对 您 的 征信 也 会 有 影响 ， 麻烦 您 转告 一下 ， 好 吧 ？	日好 的 ， 好 的 ， 好 的 ， 好 的 ， 好 的 。	0
10	您好 ， 我 这边 是 国美 美借 催收 管理部 的 ， 您 的 朋友 孙丹 在 国美 美借 平台 上 有 一笔 226 元元 的 欠款 已经 逾期 了 ， 如果 他 始终 不 还款 会 被 列入 征信 黑名单 ， 到时候 对 您 的 征信 也 会 有 影响 ， 麻烦 您 转告 一下 ， 好 吧 ？	您 通话 的 客户 正在 使用 代价 保全 服务 。	1
