6738	麻烦 您 打开 短信 看下 钱 报局 标签 的 短信 ， 肯定 是 给 您 发送 了 ， 您 添加 一下 上面 的 微 信号 。	我 我 刚刚 在 给 你 讲 电话 的 过程 当中 ， 我 就 翻 了 没有 。	1
7248	没有 关系 的 呀 ， 您 了解 贷款 对 您 来说 也 没有 坏处 的 啊 。 像 您 以后 做生意 周转 啊 ， 或者 有 什么 好 的 项目 投资 啊 ， 都 可以 派上用场 的 ， 您 说 对 不 对 ？	因为 我 在 你 这个 屁 啊 ， 保险 。	0
5693	好 的 ， 自己 开车 的话 您 直接 导航 我们 公司 名称 就 可以 到 我们 这里 的 ， 到 了 后 我 去 接 您 。	去 火车站 通宵 完 回家 去 河里 啊 的 ， 我 就 知道 你 睡着 啊 ， 三 。	0
2352	好 的 了解 了 ， 这样 吧 ， 我们 会 有 专业 的 客户经理 给 您 做 一下 详细 借款 匹配 计划 ， 具体 我 让 他 打电话 跟 您 详细 讲解 好 吗 ？	我 叫 你 办事 呢 ？ 上班 呢 ？	0
4867	好 的 ， 您 这边 的 情况 我 大概 了解 了 ， 您 看 这 样子 好不好 ， 稍后 让 我们 贷款 专员 亲自 给 您 回个 电话 ， 帮 你 做 一个 具体 的 操作 方案 怎么样 ？	英文 ， 新闻 。	0
2068	好 的 ， 简单 跟 您 介绍 下 ： 我们 这边 可以 提供 最高 100 万 的 信用贷款 和 最高 1500 万 的 抵押 贷款 ， 额度 还是 很 高 的 ， 您 最近 有 需要 吗 ？	没 工作 可以 贷款 吗 ？	1
532	等额 本息 、 先息 后本 、 随用 随 还 等 很 多种 方式 ， 具体 需要 根据 您 的 情况 稍后 我们 客户经理 给 您 详细 介绍 。	哦 不是 呀 ， 你 先 给 我 说 一下 ， 你 说 信用贷款 可以 先 提货 。	0
5417	好 的 , 我 这边 做个 记录 ， 稍后 我 让 我们 客户经理 给 您 回个 电话 再 深入 沟通 下 , 您 看 可以 吧	怎么样 了 我 没 时间 跟 你 这个 成天 那个 这个 这个 年龄 。	0
2857	好 的 ， 那 您 单位 社保 公积金 有 缴纳 吗 ？	攻击 ， 我 觉得 我 是 在 这家 单位 上班 ， 不是 固定 工资 ， 你 需要 什么 ？	0
5286	好 的 , 为了 帮 您 推荐 适合 的 产品 , 我 简单 了解 一下 哦 , 请问 您 目前 是 上班 还是 自己 做生意 呢	不好意思 ， 我 现在 有点 事 。	1
7074	没关系 的 ， 给 您 电话 主要 是 向 您 提供 市场 上 利息 最低 的 贷款 产品 ， 这样 如果 您 以后 有 需要的话 ， 也 可以 随时 沟通 ， 您 说 对 吧 ？	知道 吧 里面 ， 多少 啦 ， 啥 ？	0
5402	好 的 ， 我 稍后 给 您 发条 短信 . 上面 有 我 的 联系方式 和 我们 公司 的 地址	哦 好 的 。	1
3929	好 的 ， 那 我 稍后 给 您 发条 短信 ， 里面 有 我 的 联系方式 ， 您 保存 一下 ， 随时 联系	答案 。	0
4978	好 的 ， 您 这边 的 情况 我 大概 了解 了 ， 您 看 这 样子 好不好 ， 稍后 让 我们 贷款 专员 亲自 给 您 回个 电话 ， 帮 你 做 一个 具体 的 操作 方案 怎么样 ？	做 什么 呢 ？	0
4760	好 的 ， 您 的 情况 我 这边 记下 了 ， 稍后 让 我们 客户经理 给 您 去 个 电话 ， 详细 沟通 ， 您 看 可以 吗	下次 现在 我 在 上班时间 来 不 方便 ， 下次 我要 需要 的 时候 会 主动 联系 你们 的 ， 好不好 ？	1
2323	好 的 了解 了 ， 这样 吧 ， 我们 会 有 专业 的 客户经理 给 您 做 一下 详细 借款 匹配 计划 ， 具体 我 让 他 打电话 跟 您 详细 讲解 好 吗 ？	嗯 ， 那个 东西 不 需要 你 是因为 我 看 不是 的 ， 不好意思 。	0
194	不好意思 啊 ， 你 请 说	甲乙丙丁 的 丁 啊 。	1
5696	好 的 ， 自己 开车 的话 您 直接 导航 我们 公司 名称 就 可以 到 我们 这里 的 ， 到 了 后 我 去 接 您	什么 地方 ？	0
1788	公司 就 在 李村 苏宁 广场 ， 稍后 我会 把 地址 通过 短信 发给您 。	离 我 离 我 远点 ， 不要 发了 。	0
4903	好 的 ， 您 这边 的 情况 我 大概 了解 了 ， 您 看 这 样子 好不好 ， 稍后 让 我们 贷款 专员 亲自 给 您 回个 电话 ， 帮 你 做 一个 具体 的 操作 方案 怎么样 ？	怎么 把 你 怎么样 ？	0
6711	麻烦 您 打开 短信 看下 钱 报局 标签 的 短信 ， 肯定 是 给 您 发送 了 ， 您 添加 一下 上面 的 微 信号 。	我 靠 我 看 一下 ， 哦 。	0
2793	好 的 ， 那 您 单位 社保 公积金 有 缴纳 吗 ？	都 没有 得 玩水 也 没车 ， 没房 能 贷款 吗 ？	0
1719	公司 就 在 广州 珠江 新城 建滔 广场 ， 稍后 我会 把 地址 通过 短信 发给您 。	哥哥 的 手机 银行 的 ， 我 也 是 。	0
554	对 ， 我们 的 手续 简单 ， 放款 又 快 ， 周转 也 很 灵活 。 如果 您 短期 资金周转 的话 非常 合适 的 。	好 吧 ？	1
1562	感谢您 的 聆听 那 您 应该 有车 吧	爸爸 。	0
1272	额 ， 我们 这边 是 和 台州 银行 合作 的	拍个 什么 银行 ？	0
5330	好 的 , 我 简单 了解 下 哦 ， 您 大概 需要 多少 资金 ？ 是 想 做 信用 类 还是 抵押 类 呢 ？	不 上课 呢 。	0
1988	公司 位于 鼓楼 地铁站 附近 ， 稍后 我会 把 地址 发 您 短信 ， 上面 呢 也 有 我 的 联系方式	啊哈 。	0
643	额 ， 您 看 这样 好 吗 ， 稍后 我 让 我们 的 贷款 专员 直接 与 您 联系 ， 具体 的 贷款 流程 ， 我们 的 专员 会 跟 你 说 清楚 的	啊 。	0
1374	额 ， 这个 问题 是 这样 的 ， 不同 类型 的 贷款 方式 ， 放款 的 时间 也 是 不同 的 ， 主要 是 跟 您 申请 的 类型 有关	什么 银行 啊 ？	1
2283	好 的 了解 了 ， 这样 吧 ， 我们 会 有 专业 的 客户经理 给 您 做 一下 详细 借款 匹配 计划 ， 具体 我 让 他 打电话 跟 您 详细 讲解 好 吗 ？	不 咕噜 了 ， 姑姑 ， 哥哥 。	0
3126	好 的 ， 那 您 先 下载 莫愁 花 客户端 使用 ， 有 问题 联系 客服热线 ， 好 吧	冰冰 冰冰 冰冰 。	0
2942	好 的 ， 那 您 根据 短信 上 的 提示 添加 一下 微 信号 为 好友 ， 我们 的 审核 专员 会 给 您 审核 以及 放款 的 ， 您 看 可以 吧 ？	在 哪个 地方 ？	1
701	额 ， 您 看 这样 好 吗 ， 稍后 我 让 我们 的 贷款 专员 直接 与 您 联系 ， 具体 的 贷款 流程 ， 我们 的 专员 会 跟 你 说 清楚 的	发个 好看 嗯 。	0
2764	好 的 ， 那 您 单位 社保 公积金 有 缴纳 吗 ？	不然 我们 就 少 做 吧 。	0
2142	好 的 了解 了 ， 这样 吧 ， 您 来 我们 公司 ， 我们 会 有 专业 的 客户经理 给 您 做 一下 详细 借款 匹配 计划 ， 具体 时间 我 让 他 打电话 跟 您 约 一下 好 吗 ？	爱 你 海迪 在 下午 上午 都 比较忙 ， 我 弟弟 的 电话 微信 里面 跟 你 睡 不 开心 的 活 。	0
614	多谢您 的 夸奖 ， 我 比较 害羞 ， 来 公司 我 很 乐意 请 您 吃饭 。	我 问 你 什么 条件 ？	1
7106	没关系 的 ， 您 可以 先 添加 一下 微 信号 ， 如果 您 以后 需要 资金周转 ， 可以 直接 跟 我们 取得联系 ， 您 说 对 吧 ？	但是 我 已经 不过 了 ， 还 怎么 联系 了 ？	0
1177	额 ， 我们 这边 是 和 台州 银行 合作 的	还 说 什么 银行 合作 的 ？	0
5425	好 的 , 我 这边 做个 记录 ， 稍后 我 让 我们 客户经理 给 您 回个 电话 再 深入 沟通 下 , 您 看 可以 吧	朝 东 ， 不 。	0
5415	好 的 ， 我 稍后 给 您 发条 短信 . 上面 有 我 的 联系方式 和 我们 公司 的 地址	最好 再 联系 白毫 。	0
1666	公司 就 位于 鼓楼 地铁站 附近 ， 稍后 我会 把 地址 发 您 短信 ， 上面 呢 也 有 我 的 联系方式 .	好 的 好 的 好 的 好 的 。	1
6625	利息 是 在 5 到 8 厘 左右 ， 无 抵押 无担保 的 ， 只要 您 一个 人 在 银行 签字 就 可以 了 ， 当然 具体 利息 的 多少 ， 还是 要 根据 您 个人 的 资质 条件 来定 的 。	玩 。	0
3763	好 的 ， 那 我 发 您 的 微信 上 ， 您 贵姓 啊	呵呵 ， 嗯 ， 别问 我 了 ， 不用 了 ， 问问 知道 价格 的 名字 都 告诉 你 ， 你 也 不能 把 钱 送给 我 ， 吃 了 。	0
4472	好 的 ， 您 的 情况 我 大概 了解 了 ， 待 会 安排 客户经理 给 您 去 电 ， 再 做 详细 沟通 ， 您 看 可以 吗 ？	我 朋友 ， 你 能 搞 到 什么 钱 呢 ？	0
5336	好 的 , 我 简单 了解 下 哦 ， 您 大概 需要 多少 资金 ？ 是 想 做 信用 类 还是 抵押 类 呢 ？	不 需要 了 ， 不 需要 去 了 。	1
6250	可以 的 ， 稍后 让 我们 客户经理 给 您 来电 了解 下 具体情况 ， 可以 吗	你 是 哪个 ？ 你好 的 啦 ？	0
2391	好 的 , 那 简单 了解 下 您 的 基本 情况 ， 请问 您 是 上班 还是 做生意 呢 ？	爸爸 讲 哦 。	0
6194	可以 的 啊 ， 我们 这边 主要 是 做 信用贷款 ， 这个 具体 的 贷款 细节 呢 ， 稍后 让 我们 贷款 专员 给 您 回 电话 介绍 吧 。	我 已经 在 其他 银行 做 了 。	1
4598	好 的 ， 您 的 情况 我 这边 记下 了 ， 稍后 让 我们 客户经理 给 您 去 个 电话 ， 详细 沟通 ， 您 看 可以 吗	好 。	1
3410	好 的 ， 那 稍后 您 添加 好微 信号 之后 直接 跟 我们 马赛克 金融 的 审核 专员 微信 联系 就 可以 了 ， 好 吧 ？	ok 谢谢 姐姐 。	0
2655	好 的 ， 那 您 车子 应该 有 吧 ？	这个 也 没有 啊 。	0
4744	好 的 ， 您 的 情况 我 这边 记下 了 ， 稍后 让 我们 客户经理 给 您 去 个 电话 ， 详细 沟通 ， 您 看 可以 吗	我 没 时间 ， 我 在 高速 上 开车 。	1
861	额 ， 是 这样 的 ， 我们 这边 是 我们 是 南通 多家 银行 的 官方 渠道 公司 ， 您 要是 有 资金 方面 的 需求 ， 我们 可以 为您服务	爱 我 日 呀 。	0
7182	没关系 ， 那 您 应该 有 买 人身保险 吧 ？	啊 。	0
6434	客户 的 资质 不同 ， 需求 资金 额度 的 不同 我们 所 收取 的 服务 费用 也 是 不同 的 ， 详细 的 情况 欢迎您 来 我们 公司 详谈	你们 公司 在 哪里 ？ 方便 吗 ？ 为 。	1
3944	好 的 ， 那 我 稍后 给 您 发条 短信 ， 里面 有 我 的 联系方式 ， 您 保存 一下 ， 随时 联系	打 好 ， 你 现在 发过来 了 。	0
5035	好 的 ， 是 这 样子 的 ， 我们 这边 做 的 都 是 正规 银行业务 ， 下款 速度 快 ， 贷款额度 高 而且 利息 低 ， 您 稍微 了解 下 也 是 没有 坏处 的 ， 您 说 对 吧 ？	要 不要 暂时 不要 拉 黑 啊 ？	0
6946	没关系 的 ， 给 您 电话 主要 是 给 您 提供 市场 上 最优 的 贷款 产品 ， 比较简单 的 ， 这样 如果 您 以后 有 需要的话 ， 也 可以 随时 沟通 ， 您 说 对 吧 ？	听不懂 啊 。	1
4914	好 的 ， 您 这边 的 情况 我 大概 了解 了 ， 您 看 这 样子 好不好 ， 稍后 让 我们 贷款 专员 亲自 给 您 回个 电话 ， 帮 你 做 一个 具体 的 操作 方案 怎么样 ？	怎么 搞 ？	0
5863	很快 的 ， 只要 配合 我们 审核 人员 ， 10 分钟 左右 就 能 下款 。	不是 不是 不是 ， 我 问过 他们 分享 平台 是否 也 是 你 房 之类 的 ？	0
7257	没有 关系 的 呀 ， 您 了解 贷款 对 您 来说 也 没有 坏处 的 啊 。 像 您 以后 做生意 周转 啊 ， 或者 有 什么 好 的 项目 投资 啊 ， 都 可以 派上用场 的 ， 您 说 对 不 对 ？	有 道理 。	1
7492	每一款 产品 的 信息 和 需要 的 条件 都 不 一样 ， 我 只有 把 您 的 条件 了解 清楚 一点 才能 知道 您 最 适合 什么 产品 , 这个 您 说 是 吧	俺 就 等 你 有空 了 再 打 我 电话 吧 ， 我 现在 在 干活 ， 跟 他 说 了 好 吧 ？	0
2001	公司 位于 鼓楼 地铁站 附近 ， 稍后 我会 把 地址 发 您 短信 ， 上面 呢 也 有 我 的 联系方式	我 就 打电话 ， 公司 ， 的 。	0
867	额 ， 是 这样 的 ， 我们 这边 是 我们 是 南通 多家 银行 的 官方 渠道 公司 ， 您 要是 有 资金 方面 的 需求 ， 我们 可以 为您服务	你 打字 ， 你 打电话 ， 这个 我 是 人民银行 呢 。	0
209	不好意思 不好意思 ， 我 这边 也 是 新来 的 ， 也 不是 很 了解 ！	121 。	0
1876	公司 就 在 上海市浦东新区 金科 路 2555 号 中国芯 科技园 即富 大厦 。	把 你们 在 上海 了 ， 我们 就 抢手 个点 。	0
1033	额 ， 是 这 样子 的 ， 我们 这边 都 是 正规 银行 的 ， 下款 速度 快 ， 贷款额度 高 而且 利息 低 ， 您 稍微 了解 下 也 是 没有 坏处 的 ， 您 说 对 吧	啊 ， 你 讲讲 ， 来 听听看 。	1
6252	可以 的 ， 稍后 让 我们 客户经理 给 您 来电 了解 下 具体情况 ， 可以 吗	哦 ， 哦 。	1
2845	好 的 ， 那 您 单位 社保 公积金 有 缴纳 吗 ？	给 。	0
7146	没关系 的 ， 稍后 我 把 相关 资料 用 短信 发给您 ， 您 如果 之后 需要 了 也 可以 随时 沟通 ， 您 说 对 吧 ？	嗯 好 的 ， 给我发 一下 吧 。	1
4992	好 的 ， 请问 您 平时 信用卡 什么 的 用 不用 呢 ？	不用 啊 。	1
2072	好 的 ， 简单 跟 您 介绍 下 ： 我们 这边 可以 提供 最高 100 万 的 信用贷款 和 最高 1500 万 的 抵押 贷款 ， 额度 还是 很 高 的 ， 您 最近 有 需要 吗 ？	我 最近 又 没有 。	1
731	额 ， 是 这样 的 ， 我们 公司 这边 是 主要 做线 上 理财 以及 线下 贷款 的 金融公司 ， 您 如果 有 资金 方面 的 需求 ， 我们 可以 为 您 提供 服务	啊 不 需要 了 。	1
3857	好 的 ， 那 我 稍后 给 您 发条 短信 ， 里面 有 我 的 联系方式 ， 您 保存 一下 ， 随时 联系	啊 哈哈哈 ！	0
2314	好 的 了解 了 ， 这样 吧 ， 我们 会 有 专业 的 客户经理 给 您 做 一下 详细 借款 匹配 计划 ， 具体 我 让 他 打电话 跟 您 详细 讲解 好 吗 ？	嗯 不用 了 ， 不用 了 ， 谢谢 。	1
6156	看 您 也 是 比较 感兴趣 的 ， 要 不 这样 吧 ， 稍后 我 让 贷款 专员 给 您 回 电话 深入 沟通 一下 ， 帮 您 做 一个 具体 的 操作 方案 ， 你 看 可以 吧 ？	这 是 我 对 ， 回不去 啊 ， 我 家里 有钱 啊 。	0
1334	额 ， 这个 问题 是 这样 的 ， 不同 类型 的 贷款 方式 ， 放款 的 时间 也 是 不同 的 ， 主要 是 跟 您 申请 的 类型 有关	那 你 能 懂 。	0
2214	好 的 了解 了 ， 这样 吧 ， 您 来 我们 公司 ， 我们 会 有 专业 的 客户经理 给 您 做 一下 详细 借款 匹配 计划 ， 具体 时间 我 让 他 打电话 跟 您 约 一下 好 吗 ？	保险公司 就 上市 了 。	0
7102	没关系 的 ， 您 可以 先 添加 一下 微 信号 ， 如果 您 以后 需要 资金周转 ， 可以 直接 跟 我们 取得联系 ， 您 说 对 吧 ？	不 知道 你们 在 哪里 ？	1
1210	额 ， 我们 这边 是 和 台州 银行 合作 的	哪个 银行 的 ？	1
5384	好 的 ， 我 稍后 给 您 发条 短信 . 上面 有 我 的 联系方式 和 我们 公司 的 地址	好 的 谢谢 。	1
257	不好意思 不好意思 ， 我 这边 也 是 新来 的 ， 有些 问题 还 不是 很 了解 ， 稍后 让 我们 客户经理 给 你 回电 做 一个 详细 的 介绍 ， 您 看 可以 吗 ？	不用 了 ， 不用 了 ， 我要 去 ， 现在 不 需要 。	1
1297	额 ， 这个 问题 是 这样 的 ， 不同 类型 的 贷款 方式 ， 放款 的 时间 也 是 不同 的 ， 主要 是 跟 您 申请 的 类型 有关	不知 多少 。	1
3951	好 的 ， 那 我 稍后 给 您 发条 短信 ， 里面 有 我 的 联系方式 ， 您 保存 一下 ， 随时 联系	当然 好 了 ， 哦 ， 嗯 这样 ， 就 这样 。	1
5190	好 的 , 为了 帮 您 推荐 适合 的 产品 , 我 简单 了解 一下 哦 , 请问 您 目前 是 上班 还是 自己 做生意 呢	不 跟 你 。	0
363	初次 申请 额度 一般 在 1000 到 2 万元 之间 ， 具体 要 看 您 的 个人 资质 。 续 贷会 根据 您 的 借款 情况 会 不断 提高 额度 ， 最高 可达 100 万 。	啊 娜娜 娜 太少 了 ， 现在 ， 不 需要 。	0
5084	好 的 , 为了 帮 您 推荐 适合 的 产品 , 我 简单 了解 一下 哦 , 请问 您 目前 是 上班 还是 自己 做生意 呢	别人 ， 你 可以 借钱 给 我 ， 让 我 觉得 明天 可以 做生意 ， 在 空间 。	0
6143	看 您 也 是 比较 感兴趣 的 ， 要 不 这样 吧 ， 稍后 我 让 贷款 专员 给 您 回 电话 深入 沟通 一下 ， 帮 您 做 一个 具体 的 操作 方案 ， 你 看 可以 吧 ？	这 两个 拿 过去 再也 不 贷款 。	0
930	额 ， 是 这 样子 的 ， 每个 人 情况 不同 ， 贷款 的 多少 也 是 不同 ， 二者 是 相关 的 ， 具体 贷款 情况 还是 要视 个人 情况	那 那 房子 抵押 能 不能 贷 一百万 ？	1
7921	那 您 车子 应该 有 吧 ？	我 哇 。	0
